,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
losing,1.1434570126832576e-05,3.7523684220129125e-06,0.0,2.5119981311764057e-05,7.122620523363509e-06,0.0,0.0,0.0,5.006114922425647e-06,0.0,8.575291516981302e-06,0.0,2.3359846829317408e-05,0.0,6.690579341984796e-06,1.2941260969819392e-05,2.4305979586170416e-06,6.232062815960796e-05,6.967327462678137e-06,0.0
endless,1.0255653796140615e-05,0.0,0.0,0.0,6.388199305605811e-06,0.0,0.0,0.0,4.4899042620883764e-06,0.0,0.0,0.0,0.0,1.931524449005768e-05,6.000699637563077e-06,1.1607048588597551e-05,0.0,0.0,1.2497606390451562e-05,9.379563644779963e-06
besides,3.2199035041935948e-06,2.1132243059557394e-06,9.155522486067955e-06,0.0,2.005662997062934e-06,6.099736264643123e-06,0.0,7.408042046454795e-06,4.228891647395785e-06,1.7315888972447734e-06,4.82935373777074e-06,0.0,0.0,6.064286553949117e-06,3.767938884536049e-06,7.288140223839826e-06,1.3688417837714816e-06,8.77641795442944e-06,0.0,2.9448429566722635e-06
wild,5.717454695657766e-06,0.0,0.0,2.5119981311764057e-05,7.122620523363509e-06,0.0,1.754807176793231e-05,0.0,7.509074845050766e-06,9.223846426615637e-06,0.0,4.161437762256645e-06,2.3359846829317408e-05,0.0,1.003569479324441e-05,1.2941260969819392e-05,7.291609930864365e-06,0.0001868410820354827,0.0,0.0
share,4.9949541822938404e-06,4.91724084569181e-06,7.101574958310056e-06,1.0973141475419468e-05,3.1113686633991134e-06,0.0,1.5329624606029795e-05,5.746123824966474e-06,4.373520788553794e-06,0.0,3.7459377792105617e-06,3.635596589357658e-06,0.0,4.703826089343929e-06,2.9226404574487465e-06,2.826655287714908e-06,1.0617561748455597e-06,0.0,3.0435321190998765e-06,2.2841976554678376e-06
another,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exploit,6.691336158919883e-06,0.0,0.0,0.0,8.335850617311111e-06,0.0,0.0,1.539477799495617e-05,2.929453288517436e-06,3.5984442966777546e-06,0.0,2.4349273723673617e-05,0.0,1.260229688363097e-05,3.915176863590445e-06,7.573058282100956e-06,1.137802288988596e-05,1.8238423209820677e-05,0.0,0.0
followers,1.5516205209352886e-05,1.0183293363262897e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,0.0,0.0,0.0,0.0,0.0,9.078708079162776e-06,0.0,6.596231840014161e-06,0.0,0.0,0.0
retirement,3.444113706632074e-06,7.90940114888761e-06,6.5280132704614e-06,2.522360931965183e-06,1.3222655627250144e-05,3.262355552665165e-06,1.232759010856496e-05,3.961988438317021e-06,5.025591811800238e-06,2.1609715646837804e-06,8.610667354484237e-07,4.177793086364935e-06,3.278705975104848e-05,3.2433979070338727e-06,3.35862364065934e-06,3.2483347515844157e-06,5.855801222740376e-06,0.0,2.7981244735190653e-06,1.5750981447020016e-06
sex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worker,4.821570594411374e-06,6.328675225998869e-06,1.3709726995794853e-05,2.1183860593937036e-05,6.00655702557334e-06,9.133910059405209e-06,2.9594135037715657e-05,1.1093002522227744e-05,1.4774964722289914e-05,7.778535915940462e-06,0.0,0.0,1.9699526547666487e-05,0.0,8.463173472339651e-06,0.0,1.6396477990771713e-05,0.0,0.0,0.0
sell,4.9949541822938404e-06,1.1472668434291948e-05,1.4201951844078232e-05,1.0973141475419468e-05,3.1113686633991134e-06,0.0,2.6823179970507197e-05,0.0,4.373520788553794e-06,1.3431246954473304e-06,3.7459377792105617e-06,9.088402697984437e-06,0.0,4.703826089343929e-06,1.4613455979816887e-06,5.653120745979565e-06,3.1851881719942807e-06,0.0,6.086844162835424e-06,2.2841976554678376e-06
special,3.9921114724271684e-06,2.6200247878952043e-06,0.0,0.0,1.2432419775876891e-05,0.0,6.126594099019492e-06,9.18466333023902e-06,3.4954310751744564e-06,4.293660102164785e-06,1.7961037740601012e-05,5.811174923298865e-06,0.0,2.2553411327448047e-05,9.342832659668664e-06,0.0,1.0182089690663183e-05,0.0,4.864812993977621e-06,1.8253443730978376e-05
privatized,1.8013756400817058e-05,1.182243747932007e-05,0.0,0.0,1.122068552805056e-05,0.0,2.764526352249394e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vile,2.57718590054935e-05,1.6914084160951518e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prejudice,1.3475557300334211e-05,8.844015103644362e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.808156951318443e-06,0.0,0.0,0.0,0.0,5.728713878624123e-06,0.0,1.6421401734029825e-05,1.2324406601452229e-05
help,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inhumane,5.717454695657766e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.6306536074824117e-05,2.5030899752087377e-06,1.2298265680349272e-05,8.575291516981302e-06,2.0805391640904536e-05,0.0,0.0,1.672557729666366e-05,6.470847765997953e-06,2.1873174510416712e-05,0.0001868410820354827,2.0900471055363576e-05,1.045779744601409e-05
brain,2.3499730915572953e-05,0.0,0.0,0.0,2.1956650390694465e-05,0.0,0.0,0.0,1.0288305752165997e-05,0.0,0.0,8.552369398256004e-06,0.0,0.0,6.875183850326363e-06,0.0,4.995237893325461e-06,0.0,0.0,1.0746450978820823e-05
limits,2.676296250594777e-05,1.756508318044146e-05,0.0,0.0,1.667108504220918e-05,0.0,0.0,3.0787454457153335e-05,5.858830472513503e-06,7.196773760993973e-06,0.0,0.0,0.0,0.0,3.915176863590445e-06,1.5145607980966925e-05,1.4222349229759984e-05,0.0,4.076463341056957e-05,2.447692010455131e-05
consideration,1.0255653796140615e-05,0.0,0.0,0.0,6.388199305605811e-06,1.9428154693601842e-05,0.0,0.0,0.0,1.103032613949813e-05,0.0,0.0,0.0,0.0,6.000699637563077e-06,0.0,8.719634204410058e-06,0.0,1.2497606390451562e-05,9.379563644779963e-06
owned,1.5516205209352886e-05,1.0183293363262897e-05,0.0,0.0,9.664972444889495e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9222836801427503e-05,0.0,0.0,0.0,0.0,0.0,1.4190731978624252e-05
area,3.9921114724271684e-06,7.859768264155459e-06,0.0,0.0,7.4597275713950325e-06,7.562595304221818e-06,0.0,0.0,6.99068054122597e-06,1.7172996412939657e-05,0.0,8.716574153183643e-06,0.0,3.0069535178386392e-05,7.007246134948076e-06,4.5181548395283355e-06,1.1878954819400439e-05,2.176065568313034e-05,9.72927421723289e-06,1.0952660560557465e-05
issue,3.63790305306096e-06,7.162188066953595e-06,5.1721878278597615e-06,1.5981737113381544e-05,2.266058335409967e-06,0.0,5.582910695531082e-06,4.184991622187844e-06,3.981577556233586e-06,9.782186686576446e-07,0.0,3.971706800090552e-06,7.4319241700212675e-06,0.0,4.2570614732808945e-06,6.175676678304853e-06,4.639468918963817e-06,4.958022022793916e-06,8.865646074552321e-06,3.3271432887426126e-06
regressive,1.1750214077103611e-05,7.711671469526653e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.144219697148111e-06,0.0,0.0,8.552369398256004e-06,0.0,0.0,0.0,0.0,4.995237893325461e-06,0.0,1.4318887265329305e-05,2.1492318751380336e-05
quotperfectquot,1.8013756400817058e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3926662890771436e-05,1.0540053677144466e-05,2.0387441889480194e-05,0.0,0.0,0.0,0.0
pictures,1.8013756400817058e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3926662890771436e-05,1.0540053677144466e-05,2.0387441889480194e-05,0.0,0.0,0.0,0.0
understand,9.98931563238491e-06,1.6391441160571727e-06,0.0,0.0,7.777990428996101e-06,9.462114223883775e-06,0.0,5.746123824966474e-06,5.46682997775394e-06,4.029245505027324e-06,7.491542186136234e-06,3.635596589357658e-06,0.0,1.4109901419712184e-05,2.9226404574487465e-06,8.479396400307664e-06,5.308513041428246e-06,1.3613936360198993e-05,1.2172808151542578e-05,4.568271348301187e-06
provide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
willing,1.1434570126832576e-05,1.8760380878933275e-05,0.0,0.0,3.5613760802239982e-06,1.0831059285825403e-05,8.774435393842127e-06,0.0,7.509074845050766e-06,6.149329066143284e-06,8.575291516981302e-06,8.32269579193468e-06,0.0,1.0768112643293047e-05,6.690579341984796e-06,0.0,7.291609930864365e-06,0.0,0.0,0.0
gibberish,1.5516205209352886e-05,0.0,0.0,0.0,9.664972444889495e-06,0.0,0.0,3.569818177551079e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.078708079162776e-06,1.7560786601765285e-05,0.0,0.0,0.0,0.0
back,5.456692687142377e-06,5.96860626320396e-06,5.1721878278597615e-06,0.0,1.2461248281451372e-05,0.0,1.3955370643545313e-05,8.369411953448785e-06,1.2739228148383084e-05,8.802844388004035e-06,2.7282249218366967e-06,3.971706800090552e-06,0.0,1.0276461320729785e-05,7.449469636662702e-06,1.64657070173406e-05,6.185802526166433e-06,1.4871660883162227e-05,4.4331435595503996e-06,6.6539254809695665e-06
seeking,9.659137343696866e-06,1.0565298607081356e-05,9.155522486067955e-06,1.4146839836344586e-05,6.016766594160441e-06,6.099736264643123e-06,0.0,0.0,1.1276312057200694e-05,1.7315888972447734e-06,0.0,2.3436002113580687e-06,0.0,0.0,3.767938884536049e-06,1.8218515392915707e-05,1.3688417837714816e-06,1.7551416580324444e-05,1.17705348923136e-05,1.4722616800387992e-05
environment,1.0610781949832477e-05,5.416989445086834e-06,3.3531132546002784e-06,5.181130431183802e-06,1.0281269970183536e-05,4.4676766501661525e-06,0.0,8.138240093089918e-06,1.0838973783540313e-05,9.510517365658255e-06,0.0,9.43946826422792e-06,9.635018688742511e-06,2.220980796528416e-06,1.3795367201881556e-05,1.467618867059682e-05,9.021894369356715e-06,6.418683117916861e-05,1.292969725036214e-05,6.470227642217962e-06
accurately,1.7151346333763462e-05,0.0,1.6257097444378013e-05,0.0,2.1366282119400268e-05,2.1660901119900235e-05,1.754807176793231e-05,1.315416587142127e-05,0.0,6.149329066143284e-06,0.0,0.0,0.0,0.0,1.003569479324441e-05,6.470847765997953e-06,9.722023950681468e-06,0.0,1.3934151123500487e-05,2.6142365585837514e-05
victims,5.717454695657766e-06,1.500859692660327e-05,0.0,0.0,0.0,1.0831059285825403e-05,0.0,2.6306536074824117e-05,2.002289920712732e-05,1.537258683364787e-05,0.0,3.3286470455646946e-05,4.671403135172745e-05,0.0,1.003569479324441e-05,0.0,2.4303220736140206e-05,0.0,1.3934151123500487e-05,5.2290406121401016e-06
sharing,4.0424273142739246e-05,0.0,0.0,0.0,2.5180656158406075e-05,0.0,0.0,3.1003256759176665e-05,0.0,7.246839967425782e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.284161604968258e-05,2.4648144361525008e-05
teamwork,1.8013756400817058e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7017828854894447e-05,1.3111275929022171e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.647492963409209e-05
teach,1.1975623789129406e-05,1.0479486968428878e-05,0.0,0.0,1.2432419775876891e-05,7.562595304221818e-06,6.126594099019492e-06,0.0,3.4954310751744564e-06,4.293660102164785e-06,0.0,1.1621847909672004e-05,0.0,7.518643925998386e-06,1.1678338100289359e-05,4.5181548395283355e-06,1.6971219733183804e-06,1.0881207699877396e-05,4.864812993977621e-06,0.0
defining,1.8013756400817058e-05,1.182243747932007e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7017828854894447e-05,0.0,0.0,0.0,0.0,0.0,7.657988014859722e-06,0.0,0.0,0.0
politics,3.856455573925823e-05,2.2148206992219794e-05,0.0,0.0,2.102100719262364e-05,7.304254619150825e-05,0.0,0.0,1.0553820380327174e-05,2.0741107830894235e-05,7.231604904221395e-06,1.0527656332062312e-05,0.0,0.0,8.463173472339651e-06,2.1825450899571338e-05,1.4347099184266916e-05,0.0,1.7625517299930893e-05,1.7637314194794772e-05
cycle,5.717454695657766e-06,0.0,0.0,0.0,1.0683733339106638e-05,1.0831059285825403e-05,1.754807176793231e-05,0.0,1.0011969746419696e-05,3.074713592692104e-06,0.0,4.161437762256645e-06,0.0,1.0768112643293047e-05,3.345347746910866e-06,1.2941260969819392e-05,2.4305979586170416e-06,0.0,0.0,5.2290406121401016e-06
loved,7.98398605943824e-06,7.859768264155459e-06,0.0,3.5074592274107766e-05,0.0,7.562595304221818e-06,6.126594099019492e-06,9.18466333023902e-06,5.243078508170444e-06,2.146864306093425e-06,1.1974557962879539e-05,0.0,3.2617244982139565e-05,0.0,1.1678338100289359e-05,0.0,0.0,1.0881207699877396e-05,9.72927421723289e-06,3.651084989508697e-06
particular,2.286778335674645e-05,1.125666687392266e-05,0.0,0.0,7.122620523363509e-06,1.0831059285825403e-05,8.774435393842127e-06,0.0,5.006114922425647e-06,1.2298265680349272e-05,8.575291516981302e-06,1.2483774104601523e-05,0.0,0.0,0.0,0.0,9.722023950681468e-06,0.0,2.0900471055363576e-05,1.5686270532378616e-05
calm,1.5516205209352886e-05,2.0366190142225693e-05,0.0,0.0,9.664972444889495e-06,0.0,0.0,0.0,1.3585749353983083e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.781492985236418e-05,0.0
handle,1.928456588838327e-05,9.49282799417898e-06,0.0,0.0,1.5015560067089298e-05,0.0,7.399544365369809e-06,0.0,2.110873747508354e-06,5.185773351766732e-06,0.0,1.0527656332062312e-05,0.0,9.080826703820173e-06,2.8211557735360615e-06,5.45691237975938e-06,2.049740709446232e-06,0.0,1.1750769685359946e-05,8.81913566998732e-06
implicit,5.717454695657766e-06,3.7523684220129125e-06,0.0,0.0,3.5613760802239982e-06,1.0831059285825403e-05,0.0,0.0,2.5030899752087377e-06,3.074713592692104e-06,8.575291516981302e-06,0.0,0.0,0.0,3.345347746910866e-06,6.470847765997953e-06,4.861134601207322e-06,0.0,6.967327462678137e-06,5.2290406121401016e-06
fingertips,1.8013756400817058e-05,0.0,0.0,0.0,1.122068552805056e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0540053677144466e-05,0.0,0.0,0.0,0.0,1.647492963409209e-05
improving,2.1233659905010653e-05,1.3935661785275808e-05,0.0,0.0,1.3226348525113494e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
respect,6.4396159445387345e-06,4.226366313233395e-06,0.0,0.0,2.005662997062934e-06,0.0,4.941505753147417e-06,4.443308878156886e-05,2.8192977188531526e-06,8.657391942567643e-06,2.8969677081615153e-05,2.1088758711882975e-05,9.202217280003485e-05,6.064286553949117e-06,0.0,1.093184326956322e-05,6.843863622323441e-06,0.0,1.9616139863319612e-05,5.889526097712903e-06
implimented,2.1233659905010653e-05,1.3935661785275808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,0.0
unflattering,1.3475557300334211e-05,0.0,0.0,5.920567202868891e-05,0.0,0.0,2.0680602334741744e-05,6.20022812806597e-05,1.179898959941719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6730020909808345e-05,0.0,0.0
includes,1.5515744856134714e-05,5.0916466816314486e-06,2.2059506675845696e-05,0.0,4.8324862224447475e-06,0.0,0.0,0.0,0.0,4.1721263747336775e-06,1.1635945537841943e-05,0.0,0.0,0.0,0.0,8.780393300882643e-06,3.2981159200070803e-06,0.0,1.890746492618209e-05,7.095365989312126e-06
natural,4.716602563230058e-06,9.285363765028492e-06,1.675991130484914e-05,2.071642163768225e-05,5.8756627271353715e-06,2.2339638780489625e-06,3.619383610084646e-06,0.0,1.3934737880087502e-05,6.340850614179803e-06,1.767991723045253e-05,5.149356709332204e-06,0.0,1.9979896773978562e-05,6.20910039615918e-06,8.006537439588348e-06,5.513866579752708e-06,0.00013136061566970008,2.8739931579834624e-06,3.235377152491249e-06
subsidize,2.2393898604721904e-05,1.5473196807785976e-05,1.340905965602948e-05,0.0,3.302802756663755e-05,1.1167308895308791e-05,3.435755780709646e-05,5.425863694113322e-06,2.3219137608041572e-05,1.584833456376963e-05,1.2377593459169804e-05,5.149356709332204e-06,0.0,1.554165540293766e-05,1.862148409529659e-05,2.9341546567986728e-05,1.7037918945458702e-05,1.6066154692103e-05,1.7237727542819295e-05,2.9099448902758444e-05
changes,4.821570594411374e-06,3.1643992311326623e-06,2.7417141089512806e-05,0.0,0.0,0.0,0.0,1.1093002522227744e-05,4.221692656444318e-06,5.185773351766732e-06,0.0,7.018589115730097e-06,1.9699526547666487e-05,0.0,5.642213595394101e-06,1.0913458290115283e-05,4.099429710646866e-06,0.0,5.875597272541037e-06,4.409687491118287e-06
easier,4.716602563230058e-06,5.416989445086834e-06,1.0057642891826621e-05,0.0,9.547069919989009e-06,4.4676766501661525e-06,7.238108131827292e-06,8.138240093089918e-06,1.2386916115421843e-05,4.438807861642124e-06,7.073854539850716e-06,6.007453117102994e-06,1.4450776777558582e-05,2.220980796528416e-06,1.103705979843241e-05,4.003671949925809e-06,4.511459171724815e-06,0.0,8.620732832572353e-06,4.313719158686078e-06
stronger,1.5515744856134714e-05,0.0,0.0,0.0,1.9328873220086878e-05,0.0,2.381124967955388e-05,0.0,1.3585396422403025e-05,1.2515979714156649e-05,0.0,5.6467191890617975e-06,0.0,1.4611418400713752e-05,9.078550470940825e-06,0.0,3.2981159200070803e-06,0.0,9.454074271351686e-06,0.0
instances,4.821570594411374e-06,6.328675225998869e-06,0.0,0.0,6.00655702557334e-06,0.0,0.0,1.1093002522227744e-05,6.332456729675169e-06,5.185773351766732e-06,7.231604904221395e-06,3.509370342752032e-06,0.0,0.0,5.642213595394101e-06,5.45691237975938e-06,6.149067006210694e-06,1.3142045616655468e-05,0.0,4.409687491118287e-06
state,1.2049037603767684e-05,1.0168042863367285e-05,4.896422862723493e-06,7.565110746296223e-06,3.21798534604221e-06,3.262355552665165e-06,5.285176476569531e-06,3.961988438317021e-06,3.015668351743386e-06,6.48146716095779e-06,8.607220585311978e-06,9.188764520777424e-06,0.0,3.2433979070338727e-06,2.6869921849587433e-06,5.196812211042595e-06,5.611880257086124e-06,3.1293920052109364e-06,3.4975291584263215e-06,5.249330188338656e-06
clothing,2.286778335674645e-05,1.500859692660327e-05,1.6257097444378013e-05,2.5119981311764057e-05,3.5613760802239982e-06,0.0,0.0,2.6306536074824117e-05,1.501756449896539e-05,0.0,0.0,2.0805391640904536e-05,0.0,0.0,1.003569479324441e-05,6.470847765997953e-06,1.4582668073167845e-05,0.0,6.967327462678137e-06,0.0
hides,1.3475557300334211e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.246839967425782e-06,0.0,9.808156951318443e-06,0.0,0.0,0.0,1.5251241066880598e-05,5.728713878624123e-06,0.0,0.0,1.2324406601452229e-05
shallower,1.0255653796140615e-05,6.73079079768862e-06,0.0,0.0,0.0,1.9428154693601842e-05,0.0,0.0,0.0,5.515251070181008e-06,0.0,0.0,0.0,0.0,6.000699637563077e-06,1.1607048588597551e-05,4.3598720948526405e-06,0.0,0.0,9.379563644779963e-06
happy,7.4922089900665935e-06,8.195082271851916e-06,2.1301131061478447e-05,3.2910845329200676e-05,1.5557130831610639e-06,0.0,0.0,0.0,7.653363156969651e-06,2.686206529544616e-06,3.7459377792105617e-06,0.0,2.0406053195176058e-05,4.703826089343929e-06,4.383884581905687e-06,2.826655287714908e-06,2.1234855650598727e-06,6.80751863847001e-06,6.086844162835424e-06,2.2841976554678376e-06
method,5.717454695657766e-06,7.5045907095336445e-06,0.0,0.0,1.7805564127386128e-05,3.248952577592881e-05,0.0,0.0,7.509074845050766e-06,2.7668890567474956e-05,0.0,1.2483774104601523e-05,0.0,0.0,1.3380694108797051e-05,6.470847765997953e-06,1.7012898182022538e-05,0.0,2.0900471055363576e-05,2.091445990207088e-05
bands,1.5516205209352886e-05,0.0,0.0,0.0,9.664972444889495e-06,0.0,0.0,0.0,6.792962914478262e-06,0.0,0.0,0.0,0.0,0.0,9.078708079162776e-06,1.7560786601765285e-05,0.0,0.0,0.0,0.0
employers,4.821570594411374e-06,3.1643992311326623e-06,1.3709726995794853e-05,0.0,2.702601047296564e-05,9.133910059405209e-06,1.4798414911646088e-05,0.0,4.221692656444318e-06,2.5929280482135343e-06,0.0,3.509370342752032e-06,0.0,0.0,2.8211557735360615e-06,0.0,4.099429710646866e-06,0.0,1.1750769685359946e-05,8.81913566998732e-06
regarding,1.0255653796140615e-05,1.3461319467413095e-05,2.916108163415575e-05,0.0,0.0,1.9428154693601842e-05,0.0,2.3595214712721866e-05,0.0,0.0,1.5381883317052502e-05,7.464556739960373e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.2497606390451562e-05,0.0
positions,3.2199035041935948e-06,2.1132243059557394e-06,9.155522486067955e-06,0.0,1.0027573698390024e-05,0.0,4.941505753147417e-06,1.481507282512477e-05,2.8192977188531526e-06,1.7315888972447734e-06,4.82935373777074e-06,0.0,1.315558350121591e-05,6.064286553949117e-06,0.0,7.288140223839826e-06,4.106421758870084e-06,0.0,1.17705348923136e-05,5.889526097712903e-06
ensures,7.4922089900665935e-06,6.556193469221893e-06,0.0,0.0,6.222507332061926e-06,4.731323021182278e-06,7.665510246226098e-06,1.7236018488344162e-05,5.46682997775394e-06,9.400972875503214e-06,1.1236813280090437e-05,1.272321433256392e-05,1.0204263328101492e-05,0.0,1.0228353800195627e-05,1.41313783990805e-05,1.0616356602189155e-05,0.0,3.0435321190998765e-06,6.852221091935451e-06
wearing,2.0510699038428554e-05,1.3461319467413095e-05,2.916108163415575e-05,0.0,0.0,0.0,0.0,2.3595214712721866e-05,1.3469362861525777e-05,0.0,0.0,1.4928791085568673e-05,0.0,0.0,0.0,0.0,8.719634204410058e-06,0.0,1.2497606390451562e-05,0.0
rd,2.1233659905010653e-05,0.0,0.0,0.0,1.3226348525113494e-05,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freethinkers,1.8013756400817058e-05,1.182243747932007e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.657988014859722e-06,0.0,2.1951680661803248e-05,0.0
clearly,1.1975623789129406e-05,5.23994753996961e-06,0.0,0.0,4.9732436230163135e-06,7.562595304221818e-06,0.0,9.18466333023902e-06,1.7477382399089804e-06,2.146864306093425e-06,0.0,5.811174923298865e-06,1.6310599293822804e-05,7.518643925998386e-06,2.335829810744975e-06,0.0,3.3942011338071176e-06,0.0,9.72927421723289e-06,1.0952660560557465e-05
gifted,3.524855059810518e-05,0.0,0.0,0.0,3.659306481593622e-05,0.0,0.0,2.703375421799441e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.06248354399124e-05,0.0,1.998019551777026e-05,0.0,2.8636739143414977e-05,3.2237603380888e-05
priests,6.4396159445387345e-06,8.452403457381375e-06,9.155522486067955e-06,4.24294591292612e-05,0.0,1.829715204826228e-05,0.0,0.0,1.4096671703594917e-06,6.9260240557279545e-06,2.4142471537316294e-05,9.373793559628762e-06,0.0,0.0,3.767938884536049e-06,1.093184326956322e-05,2.7376490361474484e-06,8.77641795442944e-06,3.92379534357826e-06,8.834049440443164e-06
